"","sample_id","size_fraction","object_annotation_category","count","total","relative_abundance","potemp2","density2","oxy_sat","Sal2","NO2","nitracline_depth","NO3","fluorescence","hypoxia_depth","chl_max_depth","PO4","SIL","NH4","beam_depth","chl_max","mixedlayerdepths","intergrated_chl","day_night_0_1","distance_from_shore","PAR_1_depth_adj","cycle","Sample_ID_short","PC1","Longitude","Latitude"
"1","c1_t7_h9","0.2-0.5","Calanoida",335,1165,0.28755364806867,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"2","c1_t7_h9","0.5-1","Calanoida",276,695,0.397122302158273,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"3","c1_t7_h9","1-2","Calanoida",36,185,0.194594594594595,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"4","c1_t7_h9",">2","Calanoida",3,39,0.0769230769230769,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"5","c1_t8_h10","0.2-0.5","Calanoida",278,565,0.492035398230089,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382
"6","c1_t8_h10","0.5-1","Calanoida",397,611,0.649754500818331,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382
"7","c1_t8_h10","1-2","Calanoida",117,208,0.5625,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382
"8","c1_t8_h10",">2","Calanoida",11,82,0.134146341463415,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382
"9","c2_t8_h18","0.2-0.5","Calanoida",542,1311,0.413424866514111,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905
"10","c2_t8_h18","0.5-1","Calanoida",681,1663,0.409500901984366,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905
"11","c2_t8_h18","1-2","Calanoida",133,718,0.185236768802228,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905
"12","c2_t8_h18",">2","Calanoida",15,241,0.0622406639004149,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905
"13","c2_t9_h19","0.2-0.5","Calanoida",788,1168,0.674657534246575,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,"2","C2-T9-H19",2.811058313,-123.226,36.46062
"14","c2_t9_h19","0.5-1","Calanoida",493,722,0.682825484764543,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,"2","C2-T9-H19",2.811058313,-123.226,36.46062
"15","c2_t9_h19","1-2","Calanoida",85,452,0.188053097345133,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,"2","C2-T9-H19",2.811058313,-123.226,36.46062
"16","c2_t9_h19",">2","Calanoida",8,241,0.033195020746888,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,"2","C2-T9-H19",2.811058313,-123.226,36.46062
"17","c3_t6_h25","0.2-0.5","Calanoida",211,464,0.454741379310345,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,"3","C3-T6-H25",-4.6044581,-130.477,34.56042
"18","c3_t6_h25","0.5-1","Calanoida",390,809,0.482076637824475,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,"3","C3-T6-H25",-4.6044581,-130.477,34.56042
"19","c3_t6_h25","1-2","Calanoida",91,516,0.176356589147287,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,"3","C3-T6-H25",-4.6044581,-130.477,34.56042
"20","c3_t6_h25",">2","Calanoida",26,180,0.144444444444444,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,"3","C3-T6-H25",-4.6044581,-130.477,34.56042
"21","c3_t7_h26","0.2-0.5","Calanoida",230,441,0.521541950113379,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752
"22","c3_t7_h26","0.5-1","Calanoida",414,797,0.519447929736512,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752
"23","c3_t7_h26","1-2","Calanoida",91,438,0.207762557077626,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752
"24","c3_t7_h26",">2","Calanoida",18,136,0.132352941176471,18.9034875,23.2842875,72.4185,32.6949375,0.0215,109.923,-0.061,0.03025,361.5635,105.2116667,0.3,1.2055,-0.0135,22.834,0.657333333,34.44530282,0.053271,1,772.3906546,103,"3","C3-T7-H26",-4.437854817,-130.4595,34.52752
"25","ct1_t1_h28","0.2-0.5","Calanoida",1127,2404,0.468801996672213,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055
"26","ct1_t1_h28","0.5-1","Calanoida",1310,3368,0.38895486935867,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055
"27","ct1_t1_h28","1-2","Calanoida",244,1180,0.206779661016949,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055
"28","ct1_t1_h28",">2","Calanoida",15,307,0.0488599348534202,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055
"29","ct1_t2_h29","0.2-0.5","Calanoida",520,895,0.581005586592179,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498
"30","ct1_t2_h29","0.5-1","Calanoida",968,1763,0.549064095292116,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498
"31","ct1_t2_h29","1-2","Calanoida",76,501,0.151696606786427,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498
"32","ct1_t2_h29",">2","Calanoida",12,149,0.0805369127516778,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498
"33","ct1_t3_h30","0.2-0.5","Calanoida",336,592,0.567567567567568,18.16806875,23.51549375,70.3971875,32.75895,0.0085,94.339,-0.073,0.00883125,258.4555,78.41433333,0.3345,1.0805,0.007,73.452,1.302366667,47.52148287,24.685,1,450.7865706,86,"T1","CT1-T3-H30",-3.727302931,-126.6352,35.02288
"34","ct1_t3_h30","0.5-1","Calanoida",632,1009,0.626362735381566,18.16806875,23.51549375,70.3971875,32.75895,0.0085,94.339,-0.073,0.00883125,258.4555,78.41433333,0.3345,1.0805,0.007,73.452,1.302366667,47.52148287,24.685,1,450.7865706,86,"T1","CT1-T3-H30",-3.727302931,-126.6352,35.02288
"35","ct1_t3_h30","1-2","Calanoida",2,175,0.0114285714285714,18.16806875,23.51549375,70.3971875,32.75895,0.0085,94.339,-0.073,0.00883125,258.4555,78.41433333,0.3345,1.0805,0.007,73.452,1.302366667,47.52148287,24.685,1,450.7865706,86,"T1","CT1-T3-H30",-3.727302931,-126.6352,35.02288
"36","ct1_t4_h31","0.2-0.5","Calanoida",796,1404,0.566951566951567,18.11386875,23.52309375,78.3553125,32.751575,0.01,81.135,-0.0975,0.04135,276.3005,58.56533333,0.331,0.9545,-0.0155,50.625,1.3489,43.3434391,39.938,0,353.6559397,84,"T1","CT1-T4-H31",-3.259153374,-125.5235,35.09508
"37","ct1_t4_h31","0.5-1","Calanoida",981,1735,0.565417867435159,18.11386875,23.52309375,78.3553125,32.751575,0.01,81.135,-0.0975,0.04135,276.3005,58.56533333,0.331,0.9545,-0.0155,50.625,1.3489,43.3434391,39.938,0,353.6559397,84,"T1","CT1-T4-H31",-3.259153374,-125.5235,35.09508
"38","ct1_t4_h31","1-2","Calanoida",31,477,0.0649895178197065,18.11386875,23.52309375,78.3553125,32.751575,0.01,81.135,-0.0975,0.04135,276.3005,58.56533333,0.331,0.9545,-0.0155,50.625,1.3489,43.3434391,39.938,0,353.6559397,84,"T1","CT1-T4-H31",-3.259153374,-125.5235,35.09508
"39","ct1_t5_h32","0.2-0.5","Calanoida",503,890,0.565168539325843,17.41111875,23.60625,81.763,32.63924375,0.032,60.184,0.115333333,0.1357875,295.1365,44.66966667,0.364,1.203666667,0.021333333,40.7,2.300733333,40.373965,105.72,0,287.1546375,5,"T1","CT1-T5-H32",-2.057413352,-124.7213,35.11383
"40","ct1_t5_h32","0.5-1","Calanoida",566,970,0.583505154639175,17.41111875,23.60625,81.763,32.63924375,0.032,60.184,0.115333333,0.1357875,295.1365,44.66966667,0.364,1.203666667,0.021333333,40.7,2.300733333,40.373965,105.72,0,287.1546375,5,"T1","CT1-T5-H32",-2.057413352,-124.7213,35.11383
"41","ct1_t5_h32","1-2","Calanoida",42,221,0.190045248868778,17.41111875,23.60625,81.763,32.63924375,0.032,60.184,0.115333333,0.1357875,295.1365,44.66966667,0.364,1.203666667,0.021333333,40.7,2.300733333,40.373965,105.72,0,287.1546375,5,"T1","CT1-T5-H32",-2.057413352,-124.7213,35.11383
"42","ct1_t5_h32",">2","Calanoida",5,69,0.072463768115942,17.41111875,23.60625,81.763,32.63924375,0.032,60.184,0.115333333,0.1357875,295.1365,44.66966667,0.364,1.203666667,0.021333333,40.7,2.300733333,40.373965,105.72,0,287.1546375,5,"T1","CT1-T5-H32",-2.057413352,-124.7213,35.11383
"43","ct1_t6_h33","0.2-0.5","Calanoida",750,1520,0.493421052631579,17.67494737,23.63878421,73.37931422,32.76398421,0.004,89.237,-0.021333333,0.0678,286.213,55.58733333,0.339,1.184,0.008,47.647,1.4834,43.86420492,44.366,1,220.3050539,78,"T1","CT1-T6-H33",-2.808803596,-123.8861,35.15777
"44","ct1_t6_h33","0.5-1","Calanoida",1103,2089,0.528003829583533,17.67494737,23.63878421,73.37931422,32.76398421,0.004,89.237,-0.021333333,0.0678,286.213,55.58733333,0.339,1.184,0.008,47.647,1.4834,43.86420492,44.366,1,220.3050539,78,"T1","CT1-T6-H33",-2.808803596,-123.8861,35.15777
"45","ct1_t6_h33","1-2","Calanoida",68,757,0.0898282694848085,17.67494737,23.63878421,73.37931422,32.76398421,0.004,89.237,-0.021333333,0.0678,286.213,55.58733333,0.339,1.184,0.008,47.647,1.4834,43.86420492,44.366,1,220.3050539,78,"T1","CT1-T6-H33",-2.808803596,-123.8861,35.15777
"46","ct1_t6_h33",">2","Calanoida",2,257,0.00778210116731518,17.67494737,23.63878421,73.37931422,32.76398421,0.004,89.237,-0.021333333,0.0678,286.213,55.58733333,0.339,1.184,0.008,47.647,1.4834,43.86420492,44.366,1,220.3050539,78,"T1","CT1-T6-H33",-2.808803596,-123.8861,35.15777
"47","ct1_t7_h34","0.2-0.5","Calanoida",1009,1810,0.557458563535912,16.22978889,24.64262778,71.93337769,33.63152222,0.18025,5.198,4.7105,0.991344444,272.3325,44.66933333,0.55525,2.63575,0.1955,8.935,1.644233333,49.89389011,61.179,1,164.3233095,55,"T1","CT1-T7-H34",1.021747674,-123.1012,35.20463
"48","ct1_t7_h34","0.5-1","Calanoida",1611,3257,0.49462695732269,16.22978889,24.64262778,71.93337769,33.63152222,0.18025,5.198,4.7105,0.991344444,272.3325,44.66933333,0.55525,2.63575,0.1955,8.935,1.644233333,49.89389011,61.179,1,164.3233095,55,"T1","CT1-T7-H34",1.021747674,-123.1012,35.20463
"49","ct1_t7_h34","1-2","Calanoida",213,1271,0.167584579071597,16.22978889,24.64262778,71.93337769,33.63152222,0.18025,5.198,4.7105,0.991344444,272.3325,44.66933333,0.55525,2.63575,0.1955,8.935,1.644233333,49.89389011,61.179,1,164.3233095,55,"T1","CT1-T7-H34",1.021747674,-123.1012,35.20463
"50","ct1_t7_h34",">2","Calanoida",3,487,0.00616016427104723,16.22978889,24.64262778,71.93337769,33.63152222,0.18025,5.198,4.7105,0.991344444,272.3325,44.66933333,0.55525,2.63575,0.1955,8.935,1.644233333,49.89389011,61.179,1,164.3233095,55,"T1","CT1-T7-H34",1.021747674,-123.1012,35.20463
"51","ct1_t8_h35","0.2-0.5","Calanoida",227,672,0.337797619047619,16.601525,24.4496125,62.516375,33.49135,0.13575,34.766,1.831,1.00973125,211.846,24.81766667,0.41225,2.2655,0.52375,19.854,1.631833333,30.76237143,8.3863,0,119.4843272,10,"T1","CT1-T8-H35",1.240985634,-122.3004,35.1785
"52","ct1_t8_h35","0.5-1","Calanoida",242,1090,0.222018348623853,16.601525,24.4496125,62.516375,33.49135,0.13575,34.766,1.831,1.00973125,211.846,24.81766667,0.41225,2.2655,0.52375,19.854,1.631833333,30.76237143,8.3863,0,119.4843272,10,"T1","CT1-T8-H35",1.240985634,-122.3004,35.1785
"53","ct1_t8_h35","1-2","Calanoida",47,305,0.154098360655738,16.601525,24.4496125,62.516375,33.49135,0.13575,34.766,1.831,1.00973125,211.846,24.81766667,0.41225,2.2655,0.52375,19.854,1.631833333,30.76237143,8.3863,0,119.4843272,10,"T1","CT1-T8-H35",1.240985634,-122.3004,35.1785
"54","ct1_t8_h35",">2","Calanoida",2,107,0.0186915887850467,16.601525,24.4496125,62.516375,33.49135,0.13575,34.766,1.831,1.00973125,211.846,24.81766667,0.41225,2.2655,0.52375,19.854,1.631833333,30.76237143,8.3863,0,119.4843272,10,"T1","CT1-T8-H35",1.240985634,-122.3004,35.1785
"55","ct2_t1_h36","0.2-0.5","Calanoida",226,400,0.565,15.831225,24.523775,70.634,33.3592625,0.188328994,24.13100104,6.475130769,2.00485,144.391,19.85366667,0.649509372,5.675964988,0.23236203,17.868,2.443066667,23.89114571,68.88,1,395.8283457,60,"T2","CT2-T1-H36",2.177361041,-121.6069,35.56327
"56","ct2_t1_h36","0.5-1","Calanoida",230,443,0.519187358916479,15.831225,24.523775,70.634,33.3592625,0.188328994,24.13100104,6.475130769,2.00485,144.391,19.85366667,0.649509372,5.675964988,0.23236203,17.868,2.443066667,23.89114571,68.88,1,395.8283457,60,"T2","CT2-T1-H36",2.177361041,-121.6069,35.56327
"57","ct2_t1_h36","1-2","Calanoida",34,129,0.263565891472868,15.831225,24.523775,70.634,33.3592625,0.188328994,24.13100104,6.475130769,2.00485,144.391,19.85366667,0.649509372,5.675964988,0.23236203,17.868,2.443066667,23.89114571,68.88,1,395.8283457,60,"T2","CT2-T1-H36",2.177361041,-121.6069,35.56327
"58","ct2_t1_h36",">2","Calanoida",3,52,0.0576923076923077,15.831225,24.523775,70.634,33.3592625,0.188328994,24.13100104,6.475130769,2.00485,144.391,19.85366667,0.649509372,5.675964988,0.23236203,17.868,2.443066667,23.89114571,68.88,1,395.8283457,60,"T2","CT2-T1-H36",2.177361041,-121.6069,35.56327
"59","ct2_t4_h39","0.2-0.5","Calanoida",324,701,0.462196861626248,16.11135,24.6348375,81.589375,33.58603125,0.180388032,26.97258367,6.151914118,1.3498,244.565,19.854,0.633395467,5.435990441,0.222955797,13.898,2.579066667,32.90561905,46.21,1,41.86359276,45,"T2","CT2-T4-H39",1.910761547,-121.2592,35.13105
"60","ct2_t4_h39","0.5-1","Calanoida",377,769,0.490247074122237,16.11135,24.6348375,81.589375,33.58603125,0.180388032,26.97258367,6.151914118,1.3498,244.565,19.854,0.633395467,5.435990441,0.222955797,13.898,2.579066667,32.90561905,46.21,1,41.86359276,45,"T2","CT2-T4-H39",1.910761547,-121.2592,35.13105
"61","ct2_t4_h39","1-2","Calanoida",94,383,0.245430809399478,16.11135,24.6348375,81.589375,33.58603125,0.180388032,26.97258367,6.151914118,1.3498,244.565,19.854,0.633395467,5.435990441,0.222955797,13.898,2.579066667,32.90561905,46.21,1,41.86359276,45,"T2","CT2-T4-H39",1.910761547,-121.2592,35.13105
"62","ct2_t4_h39",">2","Calanoida",3,121,0.0247933884297521,16.11135,24.6348375,81.589375,33.58603125,0.180388032,26.97258367,6.151914118,1.3498,244.565,19.854,0.633395467,5.435990441,0.222955797,13.898,2.579066667,32.90561905,46.21,1,41.86359276,45,"T2","CT2-T4-H39",1.910761547,-121.2592,35.13105
"63","ct2_t8_h43","0.2-0.5","Calanoida",204,819,0.249084249084249,15.68699375,25.07190625,77.0835625,34.03350625,0.211496484,5.491,7.418104457,1.07124375,161.261,14.891,0.696521147,6.376082642,0.259804398,9.927,1.530533333,40.83314211,43.725,1,52.40822911,47,"T2","CT2-T8-H43",2.955154777,-120.8298,34.54325
"64","ct2_t8_h43","0.5-1","Calanoida",946,1551,0.609929078014184,15.68699375,25.07190625,77.0835625,34.03350625,0.211496484,5.491,7.418104457,1.07124375,161.261,14.891,0.696521147,6.376082642,0.259804398,9.927,1.530533333,40.83314211,43.725,1,52.40822911,47,"T2","CT2-T8-H43",2.955154777,-120.8298,34.54325
"65","ct2_t8_h43","1-2","Calanoida",328,714,0.459383753501401,15.68699375,25.07190625,77.0835625,34.03350625,0.211496484,5.491,7.418104457,1.07124375,161.261,14.891,0.696521147,6.376082642,0.259804398,9.927,1.530533333,40.83314211,43.725,1,52.40822911,47,"T2","CT2-T8-H43",2.955154777,-120.8298,34.54325
"66","ct2_t8_h43",">2","Calanoida",8,103,0.0776699029126214,15.68699375,25.07190625,77.0835625,34.03350625,0.211496484,5.491,7.418104457,1.07124375,161.261,14.891,0.696521147,6.376082642,0.259804398,9.927,1.530533333,40.83314211,43.725,1,52.40822911,47,"T2","CT2-T8-H43",2.955154777,-120.8298,34.54325
