Sample_name,Locus,Hash,nReads
C1-T7-H9_S2.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,42
C1-T7-H9_S2.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,559
C1-T7-H9_S2.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,139
C1-T7-H9_S2.1,Leray,4dbdc9b023c5d3ceda488650fbd338ef96f092d7,347
C1-T7-H9_S2.1,Leray,c3db1f4fb87f52065f108aea13bad38e2d74d8fa,53
C1-T7-H9_S2.1,Leray,b66bf92767420eb5115b7c8aed4dc41a7d17af6d,85
C1-T7-H9_S2.1,Leray,914275e6686877e25cfdb5df6c8a42744c44f9b0,380
C1-T7-H9_S2.1,Leray,cdffdeed24846ab0fa0610d9f5c119df862c22d2,1114
C1-T7-H9_S2.1,Leray,3fa61d50fd4949e0d04c0b48f09576ec54f63232,130
C1-T7-H9_S2.1,Leray,f2de4b4c8738d490ead883366453538121354285,223
C1-T7-H9_S2.1,Leray,96b0c12782bc61deb3c003cecaa108f2e2b30186,43
C1-T7-H9_S2.1,Leray,cb03419adaeec7a7834e0141e9a7eaf66ee2db7a,9
C1-T7-H9_S2.1,Leray,5a5b0e270b0683dc34e23f7b50a7611365052f5d,8
C1-T7-H9_S2.1,Leray,a6a2a9f4b7a190289535a32a1df4a2456a5384b1,2
C1-T7-H9_S3.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,1292
C1-T7-H9_S3.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,84
C1-T7-H9_S3.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,37
C1-T7-H9_S3.1,Leray,c3db1f4fb87f52065f108aea13bad38e2d74d8fa,313
C1-T7-H9_S3.1,Leray,fe2c97a1043d00c6f439246c609f21f5739178f4,89
C1-T7-H9_S3.1,Leray,e07e8d71a4dde5c696c67e8e09be6a3d39492e6e,154
C1-T7-H9_S3.1,Leray,b37e3b9daa45e1a30a993dbde4d4ff2543572298,166
C1-T7-H9_S3.1,Leray,277b80fdb5e574c7b80b5a61bb9d14bd71fecb9b,98
C1-T7-H9_S3.1,Leray,cd461f97fea3eb247657aaf6ea054a4ff990ac82,9
C1-T7-H9_S3.1,Leray,53a2d78a68aafb3b11e35a1cd19447a1533b279f,83
C1-T7-H9_S3.1,Leray,3b40106afbb37d7c187b02f596332415ddc60eb2,13
C1-T7-H9_S3.1,Leray,8744dd2858c0eda66f6daf9c90a1b92a6ab6c820,25
C1-T7-H9_S3.1,Leray,cbe671791c5048e8f0f59c67d63016e0111f55a4,19
C1-T7-H9_S3.1,Leray,9099c667257da5b34f8afb3b01c4418dd753a116,12
C1-T7-H9_S3.1,Leray,5e0ee13fc07e6f3c533e21ac0fccb221abb9640b,10
C1-T8-H10_S1.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,1894
C1-T8-H10_S1.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,47
C1-T8-H10_S1.1,Leray,4dbdc9b023c5d3ceda488650fbd338ef96f092d7,1785
C1-T8-H10_S1.1,Leray,7df189e993f359afe2e5bcaebc5218a2a5b5b64e,156
C1-T8-H10_S1.1,Leray,605d6ce88281b4bbcff711ac8afe595d978194fa,77
C1-T8-H10_S1.1,Leray,c7b90b28374bb6b5493814ed6ea9bbc95a76178c,44
C1-T8-H10_S1.1,Leray,07328927fc0c18593bb6c76c71003e458b43b9c2,35
C1-T8-H10_S1.1,Leray,7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9,12
C1-T8-H10_S1.1,Leray,85c2cce0b81b547ebd05f5623ce7881e5a8db540,27
C1-T8-H10_S1.1,Leray,e9cb7fb3c745331aaf0280a7b090f4d245bc18ad,15
C1-T8-H10_S1.1,Leray,b207e10637dd4c26bbde2449ee1b28d60cf91b84,3
C1-T8-H10_S1.1,Leray,cbb3b426b7e7791f955505edad462c4074f40c4d,3
C1-T8-H10_S3.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,5618
C1-T8-H10_S3.1,Leray,c3db1f4fb87f52065f108aea13bad38e2d74d8fa,41
C1-T8-H10_S3.1,Leray,09dd172b3307dd83f12bd082cbbc5b51f5dc8dc3,1087
C1-T8-H10_S3.1,Leray,4f2327009bca5c3fe9bcbada8ff3b335b8af6295,2
C1-T8-H10_S3.1,Leray,3b40106afbb37d7c187b02f596332415ddc60eb2,7
C1-T8-H10_S3.1,Leray,628da32d7d0084faceecf85cfaaddd76b291a763,59
C1-T8-H10_S3.1,Leray,44b0729401866873e1468e7aa6c174950822f4fc,10
C1-T8-H10_S3.1,Leray,6bf52f82e2c13cbbe482ca5d4c288d53219c6a9a,2
C2-T8-H18_S1.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,14600
C2-T8-H18_S1.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,301
C2-T8-H18_S1.1,Leray,4dbdc9b023c5d3ceda488650fbd338ef96f092d7,2797
C2-T8-H18_S1.1,Leray,7df189e993f359afe2e5bcaebc5218a2a5b5b64e,993
C2-T8-H18_S1.1,Leray,605d6ce88281b4bbcff711ac8afe595d978194fa,424
C2-T8-H18_S1.1,Leray,c3db1f4fb87f52065f108aea13bad38e2d74d8fa,10
C2-T8-H18_S1.1,Leray,914275e6686877e25cfdb5df6c8a42744c44f9b0,37
C2-T8-H18_S1.1,Leray,cdffdeed24846ab0fa0610d9f5c119df862c22d2,16
C2-T8-H18_S1.1,Leray,c7b90b28374bb6b5493814ed6ea9bbc95a76178c,379
C2-T8-H18_S1.1,Leray,07328927fc0c18593bb6c76c71003e458b43b9c2,247
C2-T8-H18_S1.1,Leray,7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9,313
C2-T8-H18_S1.1,Leray,625707553b70864cca54ad03fc3a16472dc922ac,12
C2-T8-H18_S1.1,Leray,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,45
C2-T8-H18_S1.1,Leray,3fa61d50fd4949e0d04c0b48f09576ec54f63232,29
C2-T8-H18_S1.1,Leray,85c2cce0b81b547ebd05f5623ce7881e5a8db540,60
C2-T8-H18_S1.1,Leray,8f00bd43b9cef841b113073b7bdea53114cd7384,21
C2-T8-H18_S1.1,Leray,d0d312dfcd78e6afa2061d2421c41799852f6d96,107
C2-T8-H18_S1.1,Leray,bc5b87bc503ce611584cdae87c40996e53f6ed74,10
C2-T8-H18_S1.1,Leray,0945340d50d9255d08bd4a504591c139b13af1d0,19
C2-T8-H18_S1.1,Leray,e9cb7fb3c745331aaf0280a7b090f4d245bc18ad,74
C2-T8-H18_S1.1,Leray,2439425b99d37e9ac683f3246f96980d412ce40c,2
C2-T8-H18_S1.1,Leray,3b40106afbb37d7c187b02f596332415ddc60eb2,8
C2-T8-H18_S1.1,Leray,6b18a206f47395d272d7c4f4a91b5e3da70e82f9,44
C2-T8-H18_S1.1,Leray,045c9a47baf503b9c988aa4826151e0e0453a5b2,47
C2-T8-H18_S1.1,Leray,ba2bdbe2274898073bb769f3d7a30caa6ba015d2,41
C2-T8-H18_S1.1,Leray,7cc2f44767d7be8ac16c82a2bb802e83b73444d2,40
C2-T8-H18_S1.1,Leray,67699186f2500d9fed3b98c89a41824904dec096,8
C2-T8-H18_S1.1,Leray,ac7542420f14af414d7f34ddf18e775660b7570e,27
C2-T8-H18_S1.1,Leray,68de381449314da89f8660b3bb26cc52c0c4e2ba,3
C2-T8-H18_S1.1,Leray,b207e10637dd4c26bbde2449ee1b28d60cf91b84,9
C2-T8-H18_S1.1,Leray,9b60a416003d9d36c43a15b001175ce94ee0bb41,6
C2-T8-H18_S1.1,Leray,0eff59f5455a58f0a93e72b8caffb081d38c1191,6
C2-T8-H18_S1.1,Leray,03fba41d417e1684ad60fd40ed312faa7e70c867,4
C2-T8-H18_S1.1,Leray,30831c9a8c2539997351cd1e1eb9abe305b770fb,4
C2-T8-H18_S1.1,Leray,34ac2f188bf73d6c52b9933ba762c46b06845238,3
C2-T8-H18_S1.1,Leray,ca9b934276bc0cd68dc3b9e087f3f57c50d1be6e,4
C2-T8-H18_S1.1,Leray,7b178011a0e827baf7476c2930d5a897a5b41b3a,3
C2-T8-H18_S1.1,Leray,970c1f61c61802f1b30949b1267fc2cb82b8195a,3
C2-T8-H18_S1.1,Leray,03911a86d818f84af5c4acb92a89481bfdb8ac50,3
C2-T8-H18_S2.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,3902
C2-T8-H18_S2.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,1117
C2-T8-H18_S2.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,822
C2-T8-H18_S2.1,Leray,add60dfdaa81b55c808fc154caf15ac941b0ca2a,347
C2-T8-H18_S2.1,Leray,a1bd8c3c579e5c0eae315dfe9ba06d3f4b917007,286
C2-T8-H18_S2.1,Leray,4dbdc9b023c5d3ceda488650fbd338ef96f092d7,910
C2-T8-H18_S2.1,Leray,5a833e0a478a012b2b934b19b76eb311d63cf891,216
C2-T8-H18_S2.1,Leray,7df189e993f359afe2e5bcaebc5218a2a5b5b64e,98
C2-T8-H18_S2.1,Leray,bf8f3bfe8fb8e23135280e64efe4cc3cc315b30c,643
C2-T8-H18_S2.1,Leray,dc6fd56e3a5e624e5fb8c5352fc980230a43baa7,78
C2-T8-H18_S2.1,Leray,68714bd4d91f5d800bb81a5f47e9e6f02384257b,78
C2-T8-H18_S2.1,Leray,ca6a338620c11bc8b0d3957d29068f6c39c68b5b,100
C2-T8-H18_S2.1,Leray,2a82828552f7ea7485386cf7416f12e08422a976,154
C2-T8-H18_S2.1,Leray,c3db1f4fb87f52065f108aea13bad38e2d74d8fa,319
C2-T8-H18_S2.1,Leray,b66bf92767420eb5115b7c8aed4dc41a7d17af6d,243
C2-T8-H18_S2.1,Leray,914275e6686877e25cfdb5df6c8a42744c44f9b0,40
C2-T8-H18_S2.1,Leray,1fb857205357fb77b9acef3e5e958356abc2cc4f,269
C2-T8-H18_S2.1,Leray,6865099a80c0043771d0151aa8bda15a713d63e3,270
C2-T8-H18_S2.1,Leray,679b9dbfcdd081bf1bc737df539777ec027d7b35,23
C2-T8-H18_S2.1,Leray,cdffdeed24846ab0fa0610d9f5c119df862c22d2,61
C2-T8-H18_S2.1,Leray,b1fb395dbe6b229152fbf62970f20f129ba0ac46,73
C2-T8-H18_S2.1,Leray,a15fa1e1831ffac3265b6f2979da3a880f156124,107
C2-T8-H18_S2.1,Leray,699998b228e39009dc3427070b6bafcf3fb8c664,103
C2-T8-H18_S2.1,Leray,6f01a43858c4adeff558f03693318ff97d09a3b6,48
C2-T8-H18_S2.1,Leray,2818e24c6b2b3f32086b1a3185fb0b1f921a18c2,176
C2-T8-H18_S2.1,Leray,3ae55dca90a0d562c35a82e1780ac82a6ee34634,189
C2-T8-H18_S2.1,Leray,513e6e6e21134f49f67315fad5db9f7dbedde6eb,526
C2-T8-H18_S2.1,Leray,3fa61d50fd4949e0d04c0b48f09576ec54f63232,86
C2-T8-H18_S2.1,Leray,bfcd14f97747c99372ec23c78dab3909d1561ea0,17
C2-T8-H18_S2.1,Leray,fe2c97a1043d00c6f439246c609f21f5739178f4,60
C2-T8-H18_S2.1,Leray,f2de4b4c8738d490ead883366453538121354285,83
C2-T8-H18_S2.1,Leray,7858e672d538afedd3af80d1eb9bdf64f76c07b5,83
C2-T8-H18_S2.1,Leray,8f00bd43b9cef841b113073b7bdea53114cd7384,24
C2-T8-H18_S2.1,Leray,9f2deb97467abc9e8db1bf961b30aed8ae0c27d5,34
C2-T8-H18_S2.1,Leray,a0dda142fd6d0c7ff2a1a3d82b08e6bf644ab72f,122
C2-T8-H18_S2.1,Leray,df9956e392c5bd889029b789b1a831516d8fea60,34
C2-T8-H18_S2.1,Leray,ca7e85d95de2fb3812bbd7089eac68fa0c36a115,186
C2-T8-H18_S2.1,Leray,bcbb33decfc217da7cce18ad04f19f8666292765,175
C2-T8-H18_S2.1,Leray,2eb0f5e42e86b60badd1cd831d053339ceeaf8f8,75
C2-T8-H18_S2.1,Leray,dcdcc36a2ce91bea11977cdc5f8261667c0d96a7,50
C2-T8-H18_S2.1,Leray,64c538d99b6d53efd0149cbb4896cfc5d55c3461,83
C2-T8-H18_S2.1,Leray,bc5b87bc503ce611584cdae87c40996e53f6ed74,5
C2-T8-H18_S2.1,Leray,e9cb7fb3c745331aaf0280a7b090f4d245bc18ad,9
C2-T8-H18_S2.1,Leray,cd461f97fea3eb247657aaf6ea054a4ff990ac82,12
C2-T8-H18_S2.1,Leray,6234ddd87d06007aa56aa67a5a4a719eb9e0c4d6,31
C2-T8-H18_S2.1,Leray,4f2327009bca5c3fe9bcbada8ff3b335b8af6295,22
C2-T8-H18_S2.1,Leray,b95338d3c9a7df5b78e7cc797e0df0c77a97ab62,17
C2-T8-H18_S2.1,Leray,3b40106afbb37d7c187b02f596332415ddc60eb2,6
C2-T8-H18_S2.1,Leray,544d979fb4fe40b47e2a5d771581166cfb50d151,11
C2-T8-H18_S2.1,Leray,1f756189737391fa69f17b84f3b9ce4f53feaeab,47
C2-T8-H18_S2.1,Leray,1a84e6f2aa276f5d18ad36aee37777543f9245cd,12
C2-T8-H18_S2.1,Leray,93130e1f30a461ddc2dccecdcd11b3381c242001,35
C2-T8-H18_S2.1,Leray,7d97ea90193aa19e3e0882ca6a7b977c2d11a472,13
C2-T8-H18_S2.1,Leray,78be39f75868a12b46cde340728608e872846a84,26
C2-T8-H18_S2.1,Leray,d2cfac82409025bfd1e14fa75921b4c92412930c,9
C2-T8-H18_S2.1,Leray,37fb916c771edbe28f8d2c2583226b7d65e74116,7
C2-T8-H18_S2.1,Leray,dbbd5c8a1de2fb3b6252570cecf7f7e41cd9e286,18
C2-T8-H18_S2.1,Leray,59dfe0d898eefb85366828dc00ee33e0ca9f4298,4
C2-T8-H18_S2.1,Leray,510aefb635594f1a34c24e692035a8adcada0347,15
C2-T8-H18_S2.1,Leray,62680b3b492e00dadfb5df31c97234d09c08bd2c,15
C2-T8-H18_S2.1,Leray,dff6df8ff57c065357dee94d6b1ff0aa7c6a0edc,14
C2-T8-H18_S2.1,Leray,f64f576ff131c8812378935aa55611ef20a7517f,10
C2-T8-H18_S2.1,Leray,725b82c641a0c709c2a030d4926341b8e34155cc,3
C2-T8-H18_S2.1,Leray,19f0c6526bcc37e5f1856204423d8ecfbbe76066,7
C2-T8-H18_S2.1,Leray,e85daff688bd670dfaf5a3ac78a918ddb7151f35,6
C2-T8-H18_S2.1,Leray,25c208e03a668c3e073411c7916d4c236fea3fee,5
C2-T9-H19_S2.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,11511
C2-T9-H19_S2.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,344
C2-T9-H19_S2.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,152
C2-T9-H19_S2.1,Leray,c3db1f4fb87f52065f108aea13bad38e2d74d8fa,34
C2-T9-H19_S2.1,Leray,b66bf92767420eb5115b7c8aed4dc41a7d17af6d,39
C2-T9-H19_S2.1,Leray,914275e6686877e25cfdb5df6c8a42744c44f9b0,6
C2-T9-H19_S2.1,Leray,b1fb395dbe6b229152fbf62970f20f129ba0ac46,30
C2-T9-H19_S2.1,Leray,3fa61d50fd4949e0d04c0b48f09576ec54f63232,15
C2-T9-H19_S2.1,Leray,02d615e4075cf9e5b2566a6d989f04efe9c35649,5
C2-T9-H19_S3.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,10267
C2-T9-H19_S3.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,61
C2-T9-H19_S3.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,203
C2-T9-H19_S3.1,Leray,add60dfdaa81b55c808fc154caf15ac941b0ca2a,940
C2-T9-H19_S3.1,Leray,c8d4ea4ae30de7d879692c6db92be3177a8bcb47,11323
C2-T9-H19_S3.1,Leray,a1bd8c3c579e5c0eae315dfe9ba06d3f4b917007,8171
C2-T9-H19_S3.1,Leray,681372c71de921567e27fd20b4339cd9edc19dc5,8488
C2-T9-H19_S3.1,Leray,bf8f3bfe8fb8e23135280e64efe4cc3cc315b30c,2228
C2-T9-H19_S3.1,Leray,40ec0b2066ec6326c7b1d54493d801dd5cd38714,4480
C2-T9-H19_S3.1,Leray,184f40711e1032904405c62370992e26243d2e97,4247
C2-T9-H19_S3.1,Leray,dc6fd56e3a5e624e5fb8c5352fc980230a43baa7,3808
C2-T9-H19_S3.1,Leray,ca6a338620c11bc8b0d3957d29068f6c39c68b5b,13
C2-T9-H19_S3.1,Leray,4a8862991dcebeb844364963e435afbfcef1a8e2,3457
C2-T9-H19_S3.1,Leray,cf0c2e302d1ba39afd8d789068fc4cc6058872e6,2988
C2-T9-H19_S3.1,Leray,3eafdd7e0292677d65676b2e27b59fb00503f03a,2514
C2-T9-H19_S3.1,Leray,648def16920ca6523c1f6118243c04b9bdf35146,2687
C2-T9-H19_S3.1,Leray,381610426e31b112903a2b0c51b0fbe9dbe1a6ba,2163
C2-T9-H19_S3.1,Leray,c3db1f4fb87f52065f108aea13bad38e2d74d8fa,15
C2-T9-H19_S3.1,Leray,2885839f4b72c349770741c1878014867992af4b,590
C2-T9-H19_S3.1,Leray,3dee74178b63146ad345080a877da2dd4cf9d7aa,1150
C2-T9-H19_S3.1,Leray,0b40dfc7414149de977a1bbda6aa25f16cb47de1,1159
C2-T9-H19_S3.1,Leray,ecb86c15f57d61ec1803cb2ffb2205658d058727,1099
C2-T9-H19_S3.1,Leray,f722d0eed517ca1485412235b83d44c18e6ccf98,355
C2-T9-H19_S3.1,Leray,ddb5f06ba67d1ca225536c0c8c9ff1f69c30ecf1,1009
C2-T9-H19_S3.1,Leray,3835c65a1bf2a2258ea46b549f80278f685b43f2,958
C2-T9-H19_S3.1,Leray,c4a975a8e666f53e87f76d1b4ca5b15c66795892,887
C2-T9-H19_S3.1,Leray,d05beac580a3e9c72f1f6838e71021872769e9eb,872
C2-T9-H19_S3.1,Leray,a8740f3d36f43ff8a9e00dc4ba9b27f310d9a4b7,835
C2-T9-H19_S3.1,Leray,b094f9f650819506ee318081af37dac831404122,804
C2-T9-H19_S3.1,Leray,a8838920b1f38bfc6039bc59c0e26e748e2c01db,800
C2-T9-H19_S3.1,Leray,1e8a8291966c172ef539251c5aad9dbd72bde6ed,563
C2-T9-H19_S3.1,Leray,662145a699a310c81faed3b997bc281deaac64c3,772
C2-T9-H19_S3.1,Leray,699998b228e39009dc3427070b6bafcf3fb8c664,349
C2-T9-H19_S3.1,Leray,e48208030b3116b76cdbb50d359ea19acea96ea9,747
C2-T9-H19_S3.1,Leray,56a3396904dee6090b5a92130412e3c0549a8514,257
C2-T9-H19_S3.1,Leray,a2cad7992d70617f236ec38b88ded0042dbbf15e,515
C2-T9-H19_S3.1,Leray,c826a4ed8ce11f9f706c6f67f259d32adf4f0022,493
C2-T9-H19_S3.1,Leray,d533075b7929cfb022b0131f4c9c0374c1c3d8c6,230
C2-T9-H19_S3.1,Leray,8509b10ca7288a160f50a08c0ec357fa1f1974fc,388
C2-T9-H19_S3.1,Leray,7858e672d538afedd3af80d1eb9bdf64f76c07b5,153
C2-T9-H19_S3.1,Leray,b3972f3948aec9b909ea4769734188fa6f9a161d,125
C2-T9-H19_S3.1,Leray,cfb779bf373803e49ba18dcbf276ecb08f201529,90
C2-T9-H19_S3.1,Leray,5fe0fce17ffc4aa67b71058c127a634e339d7fb9,84
C2-T9-H19_S3.1,Leray,02c90074622fc4d9d4041cf51de9f4ec3476d802,84
C2-T9-H19_S3.1,Leray,3b40106afbb37d7c187b02f596332415ddc60eb2,23
C2-T9-H19_S3.1,Leray,1fcf5441d358d497a4b182b240116d2f0b8df03a,53
C2-T9-H19_S3.1,Leray,2b1e8a9c1ce7a90ec2f34de16ba87cc8b05f2b0f,48
C2-T9-H19_S3.1,Leray,d2f69e49fefae05a93831b57bb89c3e15fde71eb,19
C2-T9-H19_S3.1,Leray,68de381449314da89f8660b3bb26cc52c0c4e2ba,8
C2-T9-H19_S3.1,Leray,725b82c641a0c709c2a030d4926341b8e34155cc,5
C2-T9-H19_S3.1,Leray,a2d59e9edf709cbd2f3e7493332dcf13f1231a0b,8
C2-T9-H19_S3.1,Leray,49fec89de63d406eb4fbf3d9071af4b1a176d663,7
C2-T9-H19_S3.1,Leray,7f9049571ad5e94741cb274cb7b44fce0e5826df,6
C2-T9-H19_S3.1,Leray,249c131ed1a59c91c188949a4b82dfac0fc8bf31,5
C3-T6-H25_S1.1,Leray,7df189e993f359afe2e5bcaebc5218a2a5b5b64e,56
C3-T6-H25_S1.1,Leray,68714bd4d91f5d800bb81a5f47e9e6f02384257b,108
C3-T6-H25_S1.1,Leray,605d6ce88281b4bbcff711ac8afe595d978194fa,102
C3-T6-H25_S1.1,Leray,2a82828552f7ea7485386cf7416f12e08422a976,309
C3-T6-H25_S1.1,Leray,b3360fd8035b2d769c49a3cdf25a52187188bf6e,4
C3-T6-H25_S1.1,Leray,cabd0735911e0bc90c692074077ac5668c364bc5,98
C3-T6-H25_S1.1,Leray,e9a1ccbfa9b22138de83d4e88e40ff0becc251de,90
C3-T6-H25_S1.1,Leray,dbcdc0436dc94019e54850fc03f4a79efadac140,113
C3-T6-H25_S1.1,Leray,a0dda142fd6d0c7ff2a1a3d82b08e6bf644ab72f,32
C3-T6-H25_S1.1,Leray,df9956e392c5bd889029b789b1a831516d8fea60,58
C3-T6-H25_S1.1,Leray,c7cb9c2029ddb53b74ae580eaac50b3f2cf27c4b,7
C3-T6-H25_S1.1,Leray,fe39a04ddd0818305ba03822f1b04cb8a0b67473,28
C3-T6-H25_S1.1,Leray,0b5ed86dbb6b4c8a2be9a2d60e3c1ebfea0545fa,16
C3-T6-H25_S1.1,Leray,84663ca2e60d79f0b8430edf88a65149d97ffaf2,9
C3-T6-H25_S1.1,Leray,aad705b8b41c9f088b291b19aa4eeddd63de10ed,42
C3-T6-H25_S1.1,Leray,ac088b7d6a577c9d0972a10b1659e9ed66a6d195,23
C3-T6-H25_S1.1,Leray,37fb916c771edbe28f8d2c2583226b7d65e74116,5
C3-T6-H25_S1.1,Leray,26a04a0ee662d6c71b7264771514eac1ca62c03b,15
C3-T6-H25_S1.1,Leray,1371a05ed7190a1e866393395f1f590c5cc01ef7,13
